County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
OKANOGAN,Washington,47240,54667,41842,53,047,WA
KITTITAS,Washington,56004,77228,45897,53,037,WA
BENTON,Washington,69023,81215,197518,53,005,WA
CLARK,Washington,75253,86832,473252,53,011,WA
SUMMERS,West Virginia,38187,49023,12848,54,089,WV
GREENBRIER,West Virginia,40200,51302,35155,54,025,WV
MINERAL,West Virginia,49936,61767,27167,54,057,WV
LEWIS,West Virginia,39908,52266,16166,54,041,WV
POCAHONTAS,West Virginia,41882,55544,8450,54,075,WV
RANDOLPH,West Virginia,43320,56589,28930,54,083,WV
WIRT,West Virginia,46048,55100,5798,54,105,WV
CLAY,West Virginia,35024,45515,8709,54,015,WV
MONONGALIA,West Virginia,52455,79486,105474,54,061,WV
WETZEL,West Virginia,43107,52412,15436,54,103,WV
KANAWHA,West Virginia,46639,62020,183279,54,039,WV
PRESTON,West Virginia,51888,65625,33683,54,077,WV
RITCHIE,West Virginia,43577,51739,9844,54,085,WV
LINCOLN,West Virginia,42345,48968,20850,54,043,WV
BRAXTON,West Virginia,41466,49503,14190,54,007,WV
BOONE,West Virginia,40739,49030,22368,54,005,WV
WYOMING,West Virginia,42332,50613,21281,54,109,WV
GRANT,West Virginia,42216,59205,11616,54,023,WV
HAMPSHIRE,West Virginia,47857,55133,23309,54,027,WV
BROOKE,West Virginia,51496,66335,22459,54,009,WV
DODDRIDGE,West Virginia,45545,61964,8560,54,017,WV
HARDY,West Virginia,47438,53672,13805,54,031,WV
MARION,West Virginia,50305,63027,56355,54,049,WV
MINGO,West Virginia,32764,43991,24290,54,059,WV
HANCOCK,West Virginia,45763,59205,29383,54,029,WV
MARSHALL,West Virginia,48557,60347,31308,54,051,WV
NICHOLAS,West Virginia,40086,48868,25078,54,067,WV
TUCKER,West Virginia,49118,57721,6982,54,093,WV
TYLER,West Virginia,43087,57059,8811,54,095,WV
ROANE,West Virginia,37373,49640,14020,54,087,WV
TAYLOR,West Virginia,48578,61727,16864,54,091,WV
WOOD,West Virginia,47321,60396,84960,54,107,WV
GILMER,West Virginia,42636,56106,8041,54,021,WV
MASON,West Virginia,46078,55289,26820,54,053,WV
MONROE,West Virginia,38540,50755,13401,54,063,WV
PLEASANTS,West Virginia,56838,71055,7482,54,073,WV
CABELL,West Virginia,40028,57821,94339,54,011,WV
JEFFERSON,West Virginia,80430,97831,56506,54,037,WV
LOGAN,West Virginia,36168,48063,33154,54,045,WV
PENDLETON,West Virginia,42312,48822,7001,54,071,WV
HARRISON,West Virginia,53022,69920,67908,54,033,WV
OHIO,West Virginia,50584,71777,42143,54,069,WV
CALHOUN,West Virginia,38382,45840,7295,54,013,WV
MORGAN,West Virginia,51745,63980,17709,54,065,WV
RALEIGH,West Virginia,43748,55787,75252,54,081,WV
PUTNAM,West Virginia,60097,73878,56610,54,079,WV
BARBOUR,West Virginia,38459,52177,16633,54,001,WV
MCDOWELL,West Virginia,27682,31929,18661,54,047,WV
WAYNE,West Virginia,37988,52390,40303,54,099,WV
JACKSON,West Virginia,47837,63132,28907,54,035,WV
MERCER,West Virginia,40784,51604,59919,54,055,WV
UPSHUR,West Virginia,40322,55266,24502,54,097,WV
WEBSTER,West Virginia,34927,45893,8386,54,101,WV
BERKELEY,West Virginia,62515,72756,115329,54,003,WV
FAYETTE,West Virginia,41394,51749,43576,54,019,WV
DUNN,Wisconsin,58783,73847,44759,55,033,WI
GRANT,Wisconsin,54800,69698,51733,55,043,WI
SHEBOYGAN,Wisconsin,60696,75883,115178,55,117,WI
MENOMINEE,Wisconsin,40921,44323,4558,55,078,WI
BUFFALO,Wisconsin,57829,69345,13126,55,011,WI
LA CROSSE,Wisconsin,57882,79266,117894,55,063,WI
MARATHON,Wisconsin,62633,76663,135396,55,073,WI
TREMPEALEAU,Wisconsin,58548,71962,29499,55,121,WI
DODGE,Wisconsin,60652,75040,87715,55,027,WI
VILAS,Wisconsin,47072,59467,21751,55,125,WI
MANITOWOC,Wisconsin,56612,72611,79185,55,071,WI
BURNETT,Wisconsin,52672,61899,15289,55,013,WI
DOOR,Wisconsin,61560,74066,27472,55,029,WI
FOND DU LAC,Wisconsin,62391,78200,102597,55,039,WI
PEPIN,Wisconsin,54583,70791,7265,55,091,WI
RICHLAND,Wisconsin,51947,63861,17459,55,103,WI
WAUSHARA,Wisconsin,52810,64721,24193,55,137,WI
LAFAYETTE,Wisconsin,60691,70313,16715,55,065,WI
PIERCE,Wisconsin,72323,89940,41977,55,093,WI
CALUMET,Wisconsin,75814,90678,49928,55,015,WI
KENOSHA,Wisconsin,63733,78903,168524,55,059,WI
IRON,Wisconsin,43798,57326,5687,55,051,WI
CLARK,Wisconsin,54012,64571,34579,55,019,WI
ST. CROIX,Wisconsin,84756,98709,88732,55,109,WI
OCONTO,Wisconsin,60908,72190,37646,55,083,WI
LINCOLN,Wisconsin,58541,73289,27744,55,069,WI
WAUPACA,Wisconsin,58693,72971,51245,55,135,WI
BARRON,Wisconsin,52703,66564,45229,55,005,WI
SAWYER,Wisconsin,47714,60606,16399,55,113,WI
GREEN LAKE,Wisconsin,55075,69265,18755,55,047,WI
PRICE,Wisconsin,47956,59824,13416,55,099,WI
MARQUETTE,Wisconsin,52288,64131,15304,55,077,WI
MARINETTE,Wisconsin,50330,60909,40391,55,075,WI
MILWAUKEE,Wisconsin,50606,65002,951226,55,079,WI
RACINE,Wisconsin,61336,77118,195602,55,101,WI
WINNEBAGO,Wisconsin,58543,77242,170411,55,139,WI
FOREST,Wisconsin,45536,54851,8995,55,041,WI
GREEN,Wisconsin,64502,79869,36896,55,045,WI
RUSK,Wisconsin,47532,58160,14132,55,107,WI
SHAWANO,Wisconsin,56531,68720,40904,55,115,WI
LANGLADE,Wisconsin,49491,62143,19146,55,067,WI
OUTAGAMIE,Wisconsin,65572,82196,185700,55,087,WI
VERNON,Wisconsin,52459,66102,30633,55,123,WI
COLUMBIA,Wisconsin,68005,83177,57133,55,021,WI
KEWAUNEE,Wisconsin,66192,80836,20387,55,061,WI
BROWN,Wisconsin,62340,80974,261368,55,009,WI
EAU CLAIRE,Wisconsin,59476,79077,103514,55,035,WI
ONEIDA,Wisconsin,56852,72509,35381,55,085,WI
POLK,Wisconsin,59994,71766,43438,55,095,WI
WASHBURN,Wisconsin,50280,65750,15688,55,129,WI
WAUKESHA,Wisconsin,87277,108123,400475,55,133,WI
WALWORTH,Wisconsin,63776,79681,103074,55,127,WI
CRAWFORD,Wisconsin,50595,65804,16235,55,023,WI
JUNEAU,Wisconsin,53490,64378,26478,55,057,WI
SAUK,Wisconsin,59943,73964,63922,55,111,WI
WASHINGTON,Wisconsin,77663,94477,134925,55,131,WI
CHIPPEWA,Wisconsin,59742,72532,63892,55,017,WI
DANE,Wisconsin,73893,100051,536078,55,025,WI
DOUGLAS,Wisconsin,53986,68634,43295,55,031,WI
JACKSON,Wisconsin,53650,69195,20522,55,053,WI
IOWA,Wisconsin,64124,81430,23618,55,049,WI
OZAUKEE,Wisconsin,85215,103900,88597,55,089,WI
PORTAGE,Wisconsin,58853,79411,70632,55,097,WI
ROCK,Wisconsin,57875,70070,162152,55,105,WI
TAYLOR,Wisconsin,53020,65820,20325,55,119,WI
ADAMS,Wisconsin,46369,58039,20094,55,001,WI
BAYFIELD,Wisconsin,56096,66273,14993,55,007,WI
MONROE,Wisconsin,59587,71674,45771,55,081,WI
WOOD,Wisconsin,54913,69790,73112,55,141,WI
ASHLAND,Wisconsin,42510,59545,15617,55,003,WI
FLORENCE,Wisconsin,52181,64375,4314,55,037,WI
JEFFERSON,Wisconsin,66291,79081,84701,55,055,WI
LARAMIE,Wyoming,66910,79914,98320,56,021,WY
TETON,Wyoming,84678,110667,23280,56,039,WY
JOHNSON,Wyoming,58132,76033,8487,56,019,WY
PLATTE,Wyoming,50903,67743,8582,56,031,WY
SHERIDAN,Wyoming,60807,81833,30140,56,033,WY
BIG HORN,Wyoming,52804,64393,11882,56,003,WY
CROOK,Wyoming,65132,80066,7472,56,011,WY
PARK,Wyoming,63582,74556,29148,56,029,WY
ALBANY,Wyoming,49322,80016,38390,56,001,WY
CARBON,Wyoming,60161,72747,15247,56,007,WY
GOSHEN,Wyoming,54289,64963,13342,56,015,WY
UINTA,Wyoming,63403,77725,20479,56,041,WY
WASHAKIE,Wyoming,54158,68265,8027,56,043,WY
HOT SPRINGS,Wyoming,51413,76250,4607,56,017,WY
FREMONT,Wyoming,55896,69198,39812,56,013,WY
SUBLETTE,Wyoming,77403,81469,9880,56,035,WY
WESTON,Wyoming,57031,78083,7049,56,045,WY
CAMPBELL,Wyoming,82659,89087,47409,56,005,WY
LINCOLN,Wyoming,66964,81752,19274,56,023,WY
NATRONA,Wyoming,62772,77456,80333,56,025,WY
CONVERSE,Wyoming,69647,82156,13921,56,009,WY
NIOBRARA,Wyoming,39150,45417,2422,56,027,WY
SWEETWATER,Wyoming,74843,87906,43521,56,037,WY
